location,lat,lon,presmax,presmin,N
hippo3-20100405-2436,-58.63,170.00,939.00,329.00,12.00
hippo3-20100405-2458,-60.32,170.00,936.00,329.00,13.00
hippo3-20100405-2519,-62.15,170.00,931.00,329.00,10.00
hippo3-20100405-2539,-63.46,170.00,931.00,329.00,12.00
hippo3-20100405-2558,-65.29,170.00,935.00,329.00,14.00
hippo3-20100408-2300,-36.64,179.17,985.00,197.00,17.00
hippo3-20100408-2332,-34.73,180.24,985.00,333.00,15.00
hippo3-20100408-2350,-32.89,181.21,954.00,330.00,14.00
hippo3-20100408-2413,-31.18,182.08,982.00,330.00,13.00
hippo3-20100408-2436,-29.10,183.09,980.00,330.00,10.00
hippo3-20100408-2456,-27.59,183.80,980.00,330.00,15.00
hippo3-20100408-2517,-25.68,184.66,959.00,330.00,10.00
hippo3-20100408-2537,-24.22,185.68,980.00,330.00,14.00
hippo3-20100408-2600,-22.44,187.28,979.00,330.00,13.00
hippo3-20100408-2623,-20.30,189.09,979.00,147.00,18.00
hippo3-20100410-2137,-8.98,191.30,917.00,197.00,15.00
hippo3-20100410-2212,-6.71,192.23,976.00,330.00,14.00
hippo3-20100410-2255,-2.95,193.58,975.00,330.00,15.00
hippo3-20100410-2313,-0.90,194.22,959.00,330.00,12.00
hippo3-20100410-2336,0.81,194.77,975.00,330.00,14.00
hippo3-20100410-2442,7.27,197.89,959.00,330.00,13.00
hippo3-20100410-2501,8.57,198.89,976.00,330.00,14.00
hippo3-20100410-2521,10.61,200.36,911.00,330.00,12.00
hippo3-20100410-2542,12.42,201.43,977.00,182.00,17.00
hippo3-20100410-2639,19.53,205.16,901.00,162.00,16.00
hippo3-20100413-2040,24.46,203.96,954.00,197.00,12.00
hippo3-20100413-2107,26.29,205.25,986.00,330.00,14.00
hippo3-20100413-2130,28.29,206.70,983.00,330.00,15.00
hippo3-20100413-2211,31.78,208.16,966.00,330.00,13.00
hippo3-20100413-2232,33.36,208.30,983.00,330.00,14.00
hippo3-20100413-2252,35.31,208.37,965.00,330.00,15.00
hippo3-20100413-2315,36.99,207.90,987.00,330.00,13.00
hippo3-20100413-2336,38.97,207.29,919.00,330.00,10.00
hippo3-20100413-2356,40.70,206.77,993.00,330.00,15.00
hippo3-20100413-2419,42.94,206.00,994.00,330.00,15.00
hippo3-20100413-2442,44.46,205.44,983.00,330.00,14.00
hippo3-20100413-2502,46.61,204.56,986.00,330.00,12.00
hippo3-20100413-2527,48.46,203.74,989.00,330.00,16.00
hippo3-20100413-2548,50.33,202.69,880.00,330.00,10.00
hippo3-20100413-2608,53.16,199.75,977.00,147.00,18.00
hippo3-20100413-2751,61.00,206.65,841.00,147.00,13.00
hippo3-20100415-1845,65.56,212.27,981.00,330.00,13.00
hippo3-20100415-1910,69.16,212.11,832.00,330.00,9.00
hippo3-20100415-1946,70.78,211.17,994.00,330.00,12.00
hippo3-20100415-2009,73.06,211.09,991.00,330.00,14.00
hippo3-20100415-2034,74.91,211.01,991.00,330.00,15.00
hippo3-20100415-2059,77.36,211.00,986.00,330.00,14.00
hippo3-20100415-2125,79.17,211.00,986.00,330.00,15.00
hippo3-20100415-2150,81.61,211.00,985.00,330.00,15.00
hippo3-20100415-2217,84.87,212.03,985.00,147.00,15.00
hippo4-20110614-1748,52.30,245.99,911.00,193.00,16.00
hippo4-20110614-1824,54.03,245.26,918.00,188.00,17.00
hippo4-20110614-1928,59.72,232.27,922.00,188.00,15.00
hippo4-20110614-2007,60.22,229.59,877.00,188.00,15.00
hippo4-20110614-2118,60.90,211.21,1013.00,188.00,18.00
hippo4-20110616-1930,70.46,204.77,995.00,188.00,17.00
hippo4-20110616-2108,74.28,201.02,994.00,384.00,10.00
hippo4-20110616-2130,75.75,202.57,994.00,329.00,12.00
hippo4-20110616-2154,78.27,205.24,994.00,329.00,16.00
hippo4-20110616-2223,80.52,207.00,994.00,329.00,15.00
hippo4-20110616-2250,83.24,207.00,998.00,329.00,15.00
hippo4-20110616-2319,82.96,209.78,998.00,329.00,16.00
hippo4-20110616-2501,71.69,218.16,1000.00,179.00,17.00
hippo4-20110616-2534,69.47,217.32,1000.00,179.00,17.00
hippo4-20110618-1848,55.94,198.28,988.00,188.00,16.00
hippo4-20110618-1937,55.23,197.21,1002.00,335.00,13.00
hippo4-20110618-2004,52.35,198.25,977.00,329.00,11.00
hippo4-20110618-2025,50.86,198.73,977.00,329.00,15.00
hippo4-20110618-2046,48.88,199.24,976.00,329.00,10.00
hippo4-20110618-2108,47.37,199.55,975.00,329.00,14.00
hippo4-20110618-2130,45.57,199.90,977.00,329.00,15.00
hippo4-20110618-2152,43.91,200.23,977.00,329.00,11.00
hippo4-20110618-2214,42.13,200.59,977.00,329.00,13.00
hippo4-20110618-2235,40.56,200.89,977.00,329.00,13.00
hippo4-20110618-2258,38.55,201.30,977.00,329.00,15.00
hippo4-20110618-2320,36.87,201.64,977.00,329.00,11.00
hippo4-20110618-2345,34.55,202.10,977.00,329.00,11.00
hippo4-20110618-2409,32.83,202.45,977.00,329.00,14.00
hippo4-20110618-2431,30.71,202.86,977.00,329.00,14.00
hippo4-20110618-2550,20.81,204.55,1017.00,163.00,20.00
hippo4-20110622-2400,15.10,200.10,977.00,188.00,16.00
hippo4-20110622-2430,13.23,199.28,977.00,329.00,15.00
hippo4-20110622-2514,9.61,197.84,977.00,329.00,13.00
hippo4-20110622-2535,7.61,197.04,977.00,329.00,10.00
hippo4-20110622-2556,5.32,196.13,977.00,163.00,19.00
hippo4-20110622-2639,0.51,195.10,977.00,163.00,18.00
hippo4-20110622-2714,-1.77,194.27,977.00,329.00,13.00
hippo4-20110622-2738,-3.99,193.35,976.00,329.00,12.00
hippo4-20110622-2759,-5.54,192.71,973.00,329.00,15.00
hippo4-20110622-2823,-7.73,191.82,979.00,329.00,14.00
hippo4-20110622-2906,-11.45,190.71,978.00,329.00,11.00
hippo4-20110622-2928,-13.99,191.08,978.00,150.00,19.00
hippo4-20110625-2228,-25.63,193.01,977.00,188.00,12.00
hippo4-20110625-2257,-26.45,190.80,978.00,329.00,16.00
hippo4-20110625-2320,-27.30,188.39,978.00,329.00,16.00
hippo4-20110625-2344,-27.91,186.57,978.00,329.00,14.00
hippo4-20110625-2406,-28.50,184.70,994.00,329.00,16.00
hippo4-20110628-2617,-56.64,146.91,981.00,163.00,19.00
hippo4-20110628-2649,-57.62,144.95,982.00,329.00,11.00
hippo4-20110628-2715,-55.85,144.98,991.00,329.00,14.00
hippo4-20110628-2738,-54.34,145.15,991.00,329.00,15.00
hippo4-20110628-2802,-52.34,145.56,1002.00,329.00,13.00
hippo4-20110628-2828,-50.70,145.87,1002.00,329.00,16.00
hippo4-20110628-2916,-46.58,146.70,1012.00,162.00,16.00
hippo4-20110628-2949,-43.07,147.10,1039.00,162.00,15.00
hippo4-20110701-0039,-39.60,145.35,1021.00,188.00,19.00
hippo4-20110701-0154,-31.45,149.71,995.00,188.00,15.00
hippo4-20110701-0225,-30.18,149.18,996.00,393.00,11.00
hippo4-20110701-0249,-28.56,146.28,989.00,393.00,14.00
hippo4-20110701-0358,-24.80,142.29,1001.00,329.00,15.00
hippo4-20110701-0436,-21.45,140.00,958.00,329.00,13.00
hippo4-20110701-0503,-19.81,138.53,966.00,163.00,18.00
hippo4-20110701-0614,-13.37,131.73,992.00,148.00,16.00
hippo4-20110703-0144,-11.05,130.46,998.00,188.00,18.00
hippo4-20110703-0426,4.99,134.99,997.00,188.00,15.00
hippo4-20110703-0455,6.33,136.32,990.00,329.00,16.00
hippo4-20110703-0518,7.67,137.67,991.00,329.00,11.00
hippo4-20110703-0540,8.73,138.73,991.00,329.00,15.00
hippo4-20110703-0602,9.97,140.09,991.00,329.00,12.00
hippo4-20110703-0625,11.37,141.30,991.00,179.00,19.00
hippo4-20110703-0657,14.14,144.48,999.00,179.00,16.00
hippo4-20110706-0315,16.21,153.53,992.00,188.00,16.00
hippo4-20110706-0343,16.75,155.60,992.00,329.00,14.00
hippo4-20110706-0406,17.38,158.00,992.00,329.00,15.00
hippo4-20110706-0430,17.74,159.86,992.00,329.00,16.00
hippo4-20110706-0452,18.23,162.13,993.00,329.00,14.00
hippo4-20110706-0514,18.72,163.88,992.00,329.00,14.00
hippo4-20110706-0536,19.20,166.18,995.00,329.00,11.00
hippo4-20110706-0558,19.78,167.81,994.00,329.00,16.00
hippo4-20110706-0619,20.83,169.63,995.00,329.00,12.00
hippo4-20110706-0639,21.67,171.07,995.00,329.00,15.00
hippo4-20110706-0659,22.80,172.94,997.00,329.00,16.00
hippo4-20110706-0720,24.16,175.25,997.00,148.00,14.00
hippo4-20110706-0811,27.58,181.22,1001.00,148.00,16.00
hippo4-20110707-1619,35.03,184.99,1003.00,188.00,19.00
hippo4-20110707-1649,37.16,185.83,1003.00,329.00,10.00
hippo4-20110707-1711,39.41,186.75,1004.00,329.00,14.00
hippo4-20110707-1734,41.25,187.47,1004.00,329.00,13.00
hippo4-20110707-1756,43.44,188.34,1005.00,329.00,16.00
hippo4-20110707-1820,45.24,189.04,1003.00,329.00,10.00
hippo4-20110707-1904,48.99,189.78,1000.00,329.00,13.00
hippo4-20110707-1924,50.77,190.63,999.00,329.00,15.00
hippo4-20110707-1943,52.79,192.39,999.00,155.00,18.00
hippo4-20110707-2112,60.59,208.10,1004.00,148.00,15.00
hippo4-20110710-1906,67.92,194.53,992.00,188.00,15.00
hippo4-20110710-2128,76.94,201.48,1004.00,329.00,15.00
hippo4-20110710-2152,79.36,204.09,1011.00,329.00,17.00
hippo4-20110710-2220,81.25,205.57,1011.00,329.00,14.00
hippo4-20110710-2246,80.73,211.54,1010.00,329.00,14.00
hippo4-20110710-2310,78.93,214.87,1010.00,329.00,14.00
hippo4-20110710-2336,76.34,216.41,1001.00,329.00,11.00
hippo4-20110710-2538,62.46,210.25,1014.00,148.00,16.00
hippo4-20110711-1915,57.07,225.41,991.00,188.00,18.00
hippo4-20110711-2000,56.55,226.84,976.00,329.00,14.00
hippo4-20110711-2033,60.02,230.60,929.00,330.00,10.00
hippo4-20110711-2056,59.42,234.59,919.00,165.00,14.00
hippo4-20110711-2300,46.92,248.34,821.00,169.00,12.00
hippo4-20110711-2332,45.16,249.44,849.00,148.00,12.00
hippo5-20110809-1621,46.07,268.26,932.00,179.00,15.00
hippo5-20110809-1835,39.41,264.61,953.00,211.00,15.00
hippo5-20110811-1541,33.27,259.42,932.00,179.00,15.00
hippo5-20110811-1731,29.09,261.03,969.00,376.00,14.00
hippo5-20110811-1758,30.79,264.71,969.00,376.00,11.00
hippo5-20110811-1925,34.09,266.91,986.00,163.00,16.00
hippo5-20110816-1621,48.75,247.87,925.00,188.00,15.00
hippo5-20110816-1659,50.23,248.15,930.00,228.00,16.00
hippo5-20110816-1849,59.83,232.53,924.00,228.00,15.00
hippo5-20110816-1930,60.32,228.72,923.00,163.00,18.00
hippo5-20110816-2026,60.95,211.98,986.00,163.00,16.00
hippo5-20110819-2212,81.57,212.30,989.00,329.00,14.00
hippo5-20110819-2236,79.41,212.30,985.00,329.00,10.00
hippo5-20110819-2300,77.65,212.30,986.00,329.00,12.00
hippo5-20110819-2326,75.14,212.30,990.00,329.00,16.00
hippo5-20110819-2424,70.77,211.09,995.00,179.00,19.00
hippo5-20110819-2503,65.74,211.93,955.00,179.00,15.00
hippo5-20110822-1811,60.46,208.29,972.00,188.00,18.00
hippo5-20110822-1909,55.52,197.61,983.00,188.00,15.00
hippo5-20110822-1944,53.16,197.99,983.00,329.00,14.00
hippo5-20110822-2005,50.91,198.72,990.00,329.00,10.00
hippo5-20110822-2027,49.17,199.18,990.00,329.00,15.00
hippo5-20110822-2050,47.00,199.62,995.00,329.00,11.00
hippo5-20110822-2112,45.28,199.95,995.00,329.00,15.00
hippo5-20110822-2133,43.04,200.41,997.00,329.00,11.00
hippo5-20110822-2156,41.23,200.77,997.00,329.00,15.00
hippo5-20110822-2217,38.93,201.23,1000.00,329.00,11.00
hippo5-20110822-2240,37.09,201.60,1000.00,329.00,14.00
hippo5-20110822-2302,34.84,202.03,1001.00,329.00,12.00
hippo5-20110822-2324,33.14,202.39,1001.00,329.00,15.00
hippo5-20110822-2346,31.06,202.80,1002.00,329.00,14.00
hippo5-20110822-2436,26.39,203.44,1001.00,179.00,15.00
hippo5-20110822-2520,21.16,204.04,996.00,179.00,17.00
hippo5-20110824-0000,-20.55,199.08,961.00,135.00,16.00
hippo5-20110824-2000,18.62,203.23,1002.00,188.00,18.00
hippo5-20110824-2041,15.26,200.27,997.00,188.00,16.00
hippo5-20110824-2109,13.48,199.38,997.00,329.00,16.00
hippo5-20110824-2131,11.40,198.55,994.00,329.00,15.00
hippo5-20110824-2153,9.33,197.73,994.00,179.00,14.00
hippo5-20110824-2229,5.71,196.28,994.00,179.00,11.00
hippo5-20110824-2258,3.73,195.75,994.00,329.00,15.00
hippo5-20110824-2320,1.57,195.31,993.00,329.00,15.00
hippo5-20110824-2343,-0.07,194.97,993.00,329.00,15.00
hippo5-20110824-2404,-2.00,194.17,992.00,329.00,12.00
hippo5-20110824-2425,-3.53,193.54,992.00,329.00,14.00
hippo5-20110824-2447,-5.57,192.70,993.00,329.00,12.00
hippo5-20110824-2509,-7.14,192.06,993.00,329.00,16.00
hippo5-20110824-2531,-9.20,191.22,993.00,329.00,15.00
hippo5-20110824-2554,-10.80,190.79,993.00,329.00,11.00
hippo5-20110824-2615,-12.96,190.53,995.00,329.00,14.00
hippo5-20110824-2638,-14.76,191.94,995.00,148.00,18.00
hippo5-20110827-2131,-25.93,195.82,1004.00,188.00,16.00
hippo5-20110827-2209,-27.80,193.96,1004.00,329.00,16.00
hippo5-20110827-2231,-29.29,192.42,1004.00,329.00,15.00
hippo5-20110827-2253,-30.48,191.14,1004.00,329.00,10.00
hippo5-20110827-2315,-31.91,189.53,1007.00,329.00,14.00
hippo5-20110827-2339,-33.13,188.12,1007.00,329.00,15.00
hippo5-20110827-2401,-34.44,186.51,1007.00,329.00,15.00
hippo5-20110827-2423,-35.57,185.07,1006.00,329.00,12.00
hippo5-20110827-2446,-36.82,183.40,1006.00,329.00,14.00
hippo5-20110827-2508,-37.90,181.87,1006.00,329.00,14.00
hippo5-20110827-2530,-39.11,180.09,1006.00,329.00,17.00
hippo5-20110827-2552,-40.11,178.53,1006.00,330.00,11.00
hippo5-20110827-2613,-41.13,176.97,822.00,329.00,7.00
hippo5-20110827-2629,-42.39,174.95,822.00,148.00,13.00
hippo5-20110827-2712,-44.75,170.46,1023.00,148.00,14.00
hippo5-20110829-2216,-44.95,172.31,981.00,179.00,16.00
hippo5-20110829-2252,-47.78,168.61,987.00,179.00,18.00
hippo5-20110829-2323,-49.11,166.51,987.00,329.00,14.00
hippo5-20110829-2346,-50.72,164.87,982.00,329.00,13.00
hippo5-20110829-2408,-52.40,164.55,982.00,329.00,14.00
hippo5-20110829-2431,-54.44,164.12,976.00,329.00,15.00
hippo5-20110829-2515,-58.11,164.00,971.00,329.00,14.00
hippo5-20110829-2536,-59.67,164.00,970.00,329.00,12.00
hippo5-20110829-2558,-61.73,164.00,965.00,329.00,16.00
hippo5-20110829-2620,-63.40,164.00,965.00,329.00,10.00
hippo5-20110829-2642,-65.81,164.00,965.00,329.00,12.00
hippo5-20110829-2712,-65.85,164.00,965.00,148.00,18.00
hippo5-20110829-2956,-44.97,169.88,995.00,134.00,14.00
hippo5-20110901-2159,-43.65,174.40,999.00,188.00,19.00
hippo5-20110901-2306,-42.60,182.52,990.00,329.00,12.00
hippo5-20110901-2328,-40.93,184.14,990.00,329.00,16.00
hippo5-20110901-2350,-39.48,185.45,990.00,329.00,10.00
hippo5-20110901-2413,-37.61,187.00,993.00,329.00,15.00
hippo5-20110901-2437,-36.12,188.16,991.00,329.00,11.00
hippo5-20110901-2459,-34.31,189.58,992.00,329.00,16.00
hippo5-20110901-2521,-32.89,190.76,992.00,329.00,9.00
hippo5-20110901-2543,-31.10,192.17,997.00,329.00,15.00
hippo5-20110901-2605,-29.68,193.20,995.00,329.00,12.00
hippo5-20110901-2627,-27.88,194.33,997.00,329.00,16.00
hippo5-20110901-2650,-25.85,195.90,997.00,148.00,13.00
hippo5-20110903-2000,-20.39,198.76,997.00,188.00,18.00
hippo5-20110903-2034,-18.33,195.40,999.00,188.00,17.00
hippo5-20110903-2107,-16.76,193.77,997.00,329.00,12.00
hippo5-20110903-2128,-15.18,192.28,997.00,329.00,16.00
hippo5-20110903-2151,-13.84,191.12,995.00,329.00,10.00
hippo5-20110903-2213,-11.80,190.67,995.00,329.00,15.00
hippo5-20110903-2236,-10.06,190.88,994.00,329.00,12.00
hippo5-20110903-2258,-8.01,191.70,995.00,329.00,16.00
hippo5-20110903-2320,-6.43,192.35,993.00,329.00,11.00
hippo5-20110903-2342,-4.27,193.24,993.00,329.00,15.00
hippo5-20110903-2405,-2.69,193.89,992.00,329.00,11.00
hippo5-20110903-2426,-0.58,194.76,992.00,329.00,16.00
hippo5-20110903-2449,1.04,195.21,992.00,329.00,11.00
hippo5-20110903-2511,3.09,195.62,992.00,329.00,14.00
hippo5-20110903-2533,5.11,196.04,992.00,179.00,18.00
hippo5-20110903-2603,8.42,197.34,993.00,179.00,17.00
hippo5-20110903-2634,10.44,198.07,992.00,329.00,12.00
hippo5-20110903-2657,12.49,198.99,995.00,329.00,16.00
hippo5-20110903-2719,14.75,199.90,995.00,148.00,16.00
hippo5-20110906-2129,25.00,203.38,1000.00,191.00,14.00
hippo5-20110906-2156,26.92,203.38,999.00,329.00,16.00
hippo5-20110906-2219,29.07,203.18,998.00,329.00,12.00
hippo5-20110906-2242,30.78,203.12,997.00,329.00,14.00
hippo5-20110906-2304,32.78,202.46,997.00,329.00,11.00
hippo5-20110906-2326,34.43,202.12,994.00,329.00,17.00
hippo5-20110906-2347,36.64,201.69,993.00,329.00,11.00
hippo5-20110906-2411,38.38,201.34,991.00,329.00,15.00
hippo5-20110906-2434,40.34,200.94,990.00,329.00,12.00
hippo5-20110906-2454,41.88,200.64,990.00,329.00,12.00
hippo5-20110906-2517,43.90,200.23,986.00,329.00,14.00
hippo5-20110906-2538,45.48,199.91,986.00,329.00,14.00
hippo5-20110906-2600,47.52,199.52,981.00,329.00,16.00
hippo5-20110906-2621,49.12,199.19,981.00,329.00,10.00
hippo5-20110906-2706,53.32,197.93,974.00,155.00,16.00
hippo5-20110906-2824,60.66,208.22,987.00,148.00,13.00
hippo5-20110908-1747,66.35,212.17,989.00,179.00,17.00
hippo5-20110908-1820,70.37,211.96,996.00,179.00,19.00
hippo5-20110908-1852,72.22,214.60,996.00,329.00,10.00
hippo5-20110908-1916,74.73,214.07,992.00,329.00,14.00
hippo5-20110908-1940,76.58,214.00,992.00,329.00,14.00
hippo5-20110908-2004,79.22,214.00,991.00,329.00,12.00
hippo5-20110908-2030,81.33,214.00,991.00,329.00,15.00
hippo5-20110908-2100,84.58,214.00,982.00,329.00,13.00
hippo5-20110908-2151,85.24,213.80,980.00,148.00,15.00
hippo5-20110908-2457,62.47,209.95,1012.00,148.00,14.00
hippo5-20110909-1611,60.98,212.46,994.00,179.00,19.00
